//bar: index of bar, left_pos[note, octave], right_pos[note, octave], left_servos[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16], right_servos[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16]
//header: song, tempo, length in bars, time signature

Havasi-Freedom,105,9,4/4,
0,A,2,A,4,80,0,0,1,0,0,81,0,81,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,A,2,A,4,81,0,0,81,0,0,81,0,0,81,0,0,81,0,0,0,A8,0,0,A8,0,0,A0,0,0,0,80,40,20,50,0,8,
2,A,2,A,4,81,0,0,81,0,0,81,0,0,81,0,0,81,0,0,0,A0,0,0,0,0,0,0,0,0,0,40,20,50,0,28,0,
3,A,2,A,4,81,0,0,81,0,0,81,0,0,81,0,0,81,0,0,0,A8,0,0,A0,0,0,0,0,0,0,80,40,A0,0,0,50,
4,A,2,A,4,81,0,0,81,0,0,81,0,0,81,0,0,81,0,0,0,A0,0,0,0,0,0,0,0,0,0,80,40,A0,0,90,0,
5,F,2,A,4,81,0,0,81,0,0,81,0,0,81,0,0,81,0,0,0,A8,0,0,A8,0,0,0,0,0,0,80,40,A0,0,0,50,
6,F,2,A,4,81,0,0,81,0,0,81,0,0,81,0,0,81,0,0,0,A0,0,0,0,0,0,0,0,0,0,80,40,A0,0,50,0,
7,F,2,A,4,81,0,0,81,0,0,81,0,0,81,0,0,81,0,0,0,A8,0,0,A0,0,0,0,0,0,0,80,40,A0,0,50,0,
8,E,2,G,4,,22,0,0,22,0,0,22,0,42,0,0,0,42,0,0,081,0,0,81,0,0,81,0,81,0,0,0,81,0,0,0,

avasi-Freedom,105,9,4/4,
0,A,2,A,4,80,0,0,1,0,0,81,0,81,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,A,2,A,4,81,0,0,81,0,0,81,0,0,81,0,0,81,0,0,0,A8,0,0,A8,0,0,A0,0,0,0,80,40,20,50,0,8,
2,A,2,A,4,81,0,0,81,0,0,81,0,0,81,0,0,81,0,0,0,A0,0,0,0,0,0,0,0,0,0,40,20,50,0,28,0,
3,A,2,A,4,81,0,0,81,0,0,81,0,0,81,0,0,81,0,0,0,A8,0,0,A0,0,0,0,0,0,0,80,40,A0,0,0,50,
4,A,2,A,4,81,0,0,81,0,0,81,0,0,81,0,0,81,0,0,0,A0,0,0,0,0,0,0,0,0,0,80,40,A0,0,90,0,
5,F,2,A,4,81,0,0,81,0,0,81,0,0,81,0,0,81,0,0,0,A8,0,0,A8,0,0,0,0,0,0,80,40,A0,0,0,50,
6,F,2,A,4,81,0,0,81,0,0,81,0,0,81,0,0,81,0,0,0,A0,0,0,0,0,0,0,0,0,0,80,40,A0,0,50,0,
7,F,2,A,4,81,0,0,81,0,0,81,0,0,81,0,0,81,0,0,0,A8,0,0,A0,0,0,0,0,0,0,80,40,A0,0,50,0,
8,E,2,G,4,,22,0,0,22,0,0,22,0,42,0,0,0,42,0,0,081,0,0,81,0,0,81,0,81,0,0,0,81,0,0,0,

vasi-Freedom,105,9,4/4,
0,A,2,A,4,80,0,0,1,0,0,81,0,81,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,A,2,A,4,81,0,0,81,0,0,81,0,0,81,0,0,81,0,0,0,A8,0,0,A8,0,0,A0,0,0,0,80,40,20,50,0,8,
2,A,2,A,4,81,0,0,81,0,0,81,0,0,81,0,0,81,0,0,0,A0,0,0,0,0,0,0,0,0,0,40,20,50,0,28,0,
3,A,2,A,4,81,0,0,81,0,0,81,0,0,81,0,0,81,0,0,0,A8,0,0,A0,0,0,0,0,0,0,80,40,A0,0,0,50,
4,A,2,A,4,81,0,0,81,0,0,81,0,0,81,0,0,81,0,0,0,A0,0,0,0,0,0,0,0,0,0,80,40,A0,0,90,0,
5,F,2,A,4,81,0,0,81,0,0,81,0,0,81,0,0,81,0,0,0,A8,0,0,A8,0,0,0,0,0,0,80,40,A0,0,0,50,
6,F,2,A,4,81,0,0,81,0,0,81,0,0,81,0,0,81,0,0,0,A0,0,0,0,0,0,0,0,0,0,80,40,A0,0,50,0,
7,F,2,A,4,81,0,0,81,0,0,81,0,0,81,0,0,81,0,0,0,A8,0,0,A0,0,0,0,0,0,0,80,40,A0,0,50,0,
8,E,2,G,4,,22,0,0,22,0,0,22,0,42,0,0,0,42,0,0,081,0,0,81,0,0,81,0,81,0,0,0,81,0,0,0,

asi-Freedom,105,9,4/4,
0,A,2,A,4,80,0,0,1,0,0,81,0,81,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,A,2,A,4,81,0,0,81,0,0,81,0,0,81,0,0,81,0,0,0,A8,0,0,A8,0,0,A0,0,0,0,80,40,20,50,0,8,
2,A,2,A,4,81,0,0,81,0,0,81,0,0,81,0,0,81,0,0,0,A0,0,0,0,0,0,0,0,0,0,40,20,50,0,28,0,
3,A,2,A,4,81,0,0,81,0,0,81,0,0,81,0,0,81,0,0,0,A8,0,0,A0,0,0,0,0,0,0,80,40,A0,0,0,50,
4,A,2,A,4,81,0,0,81,0,0,81,0,0,81,0,0,81,0,0,0,A0,0,0,0,0,0,0,0,0,0,80,40,A0,0,90,0,
5,F,2,A,4,81,0,0,81,0,0,81,0,0,81,0,0,81,0,0,0,A8,0,0,A8,0,0,0,0,0,0,80,40,A0,0,0,50,
6,F,2,A,4,81,0,0,81,0,0,81,0,0,81,0,0,81,0,0,0,A0,0,0,0,0,0,0,0,0,0,80,40,A0,0,50,0,
7,F,2,A,4,81,0,0,81,0,0,81,0,0,81,0,0,81,0,0,0,A8,0,0,A0,0,0,0,0,0,0,80,40,A0,0,50,0,
8,E,2,G,4,,22,0,0,22,0,0,22,0,42,0,0,0,42,0,0,081,0,0,81,0,0,81,0,81,0,0,0,81,0,0,0,

si-Freedom,105,9,4/4,
0,A,2,A,4,80,0,0,1,0,0,81,0,81,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,A,2,A,4,81,0,0,81,0,0,81,0,0,81,0,0,81,0,0,0,A8,0,0,A8,0,0,A0,0,0,0,80,40,20,50,0,8,
2,A,2,A,4,81,0,0,81,0,0,81,0,0,81,0,0,81,0,0,0,A0,0,0,0,0,0,0,0,0,0,40,20,50,0,28,0,
3,A,2,A,4,81,0,0,81,0,0,81,0,0,81,0,0,81,0,0,0,A8,0,0,A0,0,0,0,0,0,0,80,40,A0,0,0,50,
4,A,2,A,4,81,0,0,81,0,0,81,0,0,81,0,0,81,0,0,0,A0,0,0,0,0,0,0,0,0,0,80,40,A0,0,90,0,
5,F,2,A,4,81,0,0,81,0,0,81,0,0,81,0,0,81,0,0,0,A8,0,0,A8,0,0,0,0,0,0,80,40,A0,0,0,50,
6,F,2,A,4,81,0,0,81,0,0,81,0,0,81,0,0,81,0,0,0,A0,0,0,0,0,0,0,0,0,0,80,40,A0,0,50,0,
7,F,2,A,4,81,0,0,81,0,0,81,0,0,81,0,0,81,0,0,0,A8,0,0,A0,0,0,0,0,0,0,80,40,A0,0,50,0,
